https://encyklopedie.biooo.cz/vyhledat-slozeni/memophenol/,Memophenol,"Memophenol™ 150 mg (extrakt z hroznových semen Vitis vinifera L., Vitaceae a divokých borůvek – Vaccinium angustifolium A)","Memophenol™ je komerční látka, u které bylo klinicky prokázáno, že zvyšuje kapacitu učení a podporuje krátkodobou i dlouhodobou paměť. Skládá se z polyfenolů, které jsou obsaženy v extraktech dvou druhů ovoce – (hroznové víno) a (kanadská borůvka). Látky obsažené v extraktech mají nízkou molekulovou schopnost a vysokou biologickou dostupnost, což jim umožňuje prostupovat hematoencefalickou bariérou. Další výhodou je, že je neuroprotektivní a podporuje neurogenezi. Užívání Memophenolu™ je vhodné jako pro seniory, tak pro mladší osoby."
https://encyklopedie.biooo.cz/vyhledat-slozeni/indikator-vlhkosti-/,Indikátor vlhkosti ,Humidity indicator,"Indikátor vlhkosti je látka nebo zařízení, které slouží k detekci přítomnosti vlhkosti v určitém prostředí. V kosmetickém průmyslu mohou být použity ke sledování optimálního stavu vlhkosti v kosmetických produktech. Indikátory vlhkosti mohou být různých typů, včetně chemických sloučenin, které mění barvu při kontaktu s vlhkostí nebo elektronických zařízení, které měří vlhkost v okolním vzduchu. Tyto indikátory mohou být přímo ve formulaci kosmetických výrobků nebo mohou být dodávány samostatně jako testovací proužky čí kapsle. Důležitost indikátorů vlhkosti spočívá v tom, že pomáhají chránit kosmetické produkty před nepříznivými účinky vlhkosti, jako je plísně či bakterie, a zajišťují tak dlouhou trvanlivost a bezpečnost výrobku."
https://encyklopedie.biooo.cz/vyhledat-slozeni/indigo-karmin/,indigo karmín,"E132, CI 73015","Indigokarmín je tmavě modré barvivo, známé pod označením E132. Získává se zpracováním asijského indigovníku. Jedná se o látku, která je povolená pro barvení potravin a užívá se při výrobě nealkoholických nápojů, pekařských výrobků, cereálií, sladkostí, želé, mražených dezertů, krémů, léků, krmiv pro zvířata anebo parfémů. Dále se užívá jako acidobazický indikátor (má schopnost měnit barvu v závislosti na pH, ve kterém se nachází) anebo jako marker pro gastrointestinální endoskopii. Při kontaktu s kůží může vyvolat alergickou reakci, pokud je ve vyšší koncentraci. Nebyly zjištěny vedlejší účinky, pokud je indigokarmín požit v rámci potraviny."
https://encyklopedie.biooo.cz/vyhledat-slozeni/golden-powder/,Golden powder,"Zlatý prášek, zlatý pigment","Golden powder je kosmetický produkt, který obsahuje jemné částice zlata nebo zlatého pigmentu. Tento zlatý prášek je považován za luxusní přísadu, která je v kosmetickém průmyslu oblíbená pro svůj efekt přidání lesku. Používá se zpravidla v dekorativní kosmetice jako jsou například oční stíny, tvářenky, rozjasňovače nebo lesky na rty. Může se přidávat i v pečující kosmetice – v sérech, krémech či pleťových maskách. Kromě estetických vlastností má zlatý prášek také antioxidační vlastnosti a může pomáhat chránit pokožku před volnými radikály a předčasným stárnutím. Lidé s citlivou pokožkou by měli provést test citlivosti před použitím produktů obsahujících zlatý prášek."
https://encyklopedie.biooo.cz/vyhledat-slozeni/ammonium-alum/,Ammonium Alum,"Potassium alum, kamenec amonný, síran draselno-hlinitý","Ammonium alum je hlinitá sůl síranu amonného. Jedná se o bílou pevnou krystalickou látku, která se užívá především v kosmetických produktech, zejména v . Vyrábí se z hydroxidu hlinitého, kyseliny sírové a síranu amonného. Tato složka má velké molekuly, které nemají schopnost pronikat do pokožky, ale zároveň je nedráždivá a neucpává póry. Ammonium alum má antiseptické a antibakteriální účinky. Zabraňuje množení mikroorganismů, což eliminuje zápach, přičemž ale nebrání přirozenému procesu pocení. Obecně se také používá při čištění vody, v rostlinných lepidlech, v porcelánových cementech, při opalování, barvení a v ohnivzdorných textiliích. Je rovněž běžnou složkou sprejů na odpuzování zvířat. Jedná se o nezávadnou látku, která je schválená pro používání v certifikované ."
https://encyklopedie.biooo.cz/vyhledat-slozeni/amfoterni-povrchove-aktivni-latky/,amfoterní povrchově aktivní látky,"Amphoteric detergents, Amphoteric surfactants, Amfoterní tenzidy","Povrchově aktivní látky jsou jedny z nejčastěji využívaných složek kosmetických produktů. Jedná se o organické sloučeniny, které mají schopnost snižovat povrchové napětí a tím zachytit nečistoty a odstranit je z povrchu – pro tuto svou zásadní vlastnost najdeme tedy povrchově aktivní látky v produktech osobní péče jako jsou mýdla, šampony, čistící pleťové přípravky apod. Tyto látky dělíme do 4 základních skupin podle jejich nábojů: aniontové, kationtové, amfoterní a neiontové. Amfoterní povrchově aktivní látky mají speciální schopnost, že mohou být jak kladně, tak záporně nabité – to záleží na povaze roztoku (jeho pH) ve kterém se nachází (alkalický nebo kyselý). Amfoterní látky se používají v kosmetice jako sekundární povrchově aktivní látky. Mohou zvyšovat pěnící vlastnosti produktu a snižovat možnost podráždění způsobené jinými složkami. Používají se například také pro dětské šampony a další produkty, které vyžadují jemnost. Jejich výhodou je, že mají nízkou toxicitu a jsou snadno biologicky odbouratelné. Nevýhodou je, že nemají dobré čistící vlastnosti a nefungují dobře jako emulgátory. Klasickým příkladem amfoterní povrchově aktivní látky je např. Cocamidopropyl Betaine (tuto látku povolují i certifikáty přírodní kosmetiky)."
https://encyklopedie.biooo.cz/vyhledat-slozeni/caffeic-acid/,Caffeic Acid,"3,4-hydroxycinnamic acid, kyselina kávová","Caffeic Acid je derivátem kyseliny skořicové pevné konzistence a žluté barvy, který lze nalézt v mnoha rostlinných produktech (obiloviny, ovoce, zelenina), ale zejména jej lze nalézt v kávových zrnech ( ) či v čajích nebo hroznovém víně. Caffeic Acid a další fenolové kyseliny mohou být syntetizovány z rostlin biologickou polymerací pomocí různých typů ligninu. Kyselina kávová je silným antioxidantem, takže má schopnost vychytávat volné radikály, která jsou pro pleť a pokožku škodlivé. Uvádí se, že kromě jiného má protizánětlivé, protirakovinné a antivirové schopnosti a může pomoci zvýšit výkonnost sportovců (ve formě doplňků stravy). V péči o pleť a produktech osobní péče se ukázalo, že Caffeic Acid dobře proniká do horní vrstvy kůže a má na pokožku protizánětlivé a antineoplastické (působící proti nádorům) účinky. Bývá přidávána do pleťových sér, aby zajistila antioxidační ochranu. O bezpečnosti a vedlejších účincích kyseliny kávové je k dispozici jen málo informací, nicméně dosud nebyly hlášeny žádné závažné nežádoucí účinky."
https://encyklopedie.biooo.cz/vyhledat-slozeni/soaping-agent/,soaping agent,Mýdlový prostředek,"Soaping agent neboli mýdlový prostředek je aktivní látka, která se často využívá při výrobě a barvení textilií a následné péči o ně. Jedná se o povrchově aktivní látku, která má zároveň funkci disperze, emulgace a solubilizace a může fungovat na různých principech. Příkladem mýdlových prostředků jsou různě nabité detergenty, prostředky pro kyselá barviva, přírodní mýdla modifikovaná polymerem, nízkoteplotní mýdlové prostředky a další. Užívá se k odstranění přebytečného nefixovaného barviva přítomného na povrchu vlákna. Výběr daného mýdlového prostředku závisí na typu barviva a na materiálu textilie. Toho se využívá i následně při běžné péči o daný kus látky či oděvu při jeho praní. Soaping agents mohou mít různou chemickou podstatu, podle toho se liší i jejich bezpečnost a toxicita pro životní prostředí."
https://encyklopedie.biooo.cz/vyhledat-slozeni/c9-15-fluoroalcohol-phosphate/,C9-15 Fluoroalcohol Phosphate,PF5 Red 516,"C9-15 Fluoroalcohol Phosphate je směs fluoroalkoholu a esterů kyseliny fosforečné. Jedná se o syntetickou látku nerozpustnou ve vodě, rozpustnou v alkoholech. Používá se v kosmetice jako barvivo, kondicionér a zpevňující složka. Funguje jako činidlo povrchové úpravy pigmentů v kosmetických prášcích a emulgátor. Podporuje rovnoměrné rozložení pigmentace ve výrobku a jeho stálost, což jsou vlastnosti, které jsou oceňovány hlavně, pokud je obsažena v produktech dekorativní kosmetiky. Přidává se do bronzerů, řasenek, růží, očních linek, ale také do tělové a pleťové péče. Celkovému posouzení zdravotních rizik této látky brání nedostatečná dokumentace jejich potenciálních nežádoucích účinků."
https://encyklopedie.biooo.cz/vyhledat-slozeni/c12-c15-pareth-3/,C12-C15 Pareth-3,Pareth-25-3,"C12-C15 Pareth-3 je neiontový surfaktant ze skupiny ethoxylovaných mastných alkoholů. Tyto alkoholy jsou synteticky vyrobené, bezbarvé průhledné tekutiny s mírným zápachem. Mohou být také v pevném stavu ve formě bílých vloček. V kosmetice funguje jako amulgátor, zlepšuje viskozitu produktu a jeho roztíratelnost. Bývá součástí produktů osobní hygieny a vlasové péče. Tato látka se řadí mezi tzv. ethoxylované sloučeniny, které se připravují polymerizací ethylenoxidu a jsou dostupné v široké škále molekulových hmotností. Během reakce vzniká vedlejší produkt 1,4-dioxan. Tyto dvě látky (ethylenoxid, 1,4-dioxan), o nichž je známo, že mohou vykazovat karcinogenní účinky, jsou běžnými kontaminanty ethoxylovaných sloučenin. Pokud jsou ethoxylované sloučeniny využity jako kosmetická surovina, musí se koncentrace těchto kontaminantů snížit na „povolenou hladinu“. Ethoxylované sloučeniny nejsou akceptovány v certifikované přírodní a BIO kosmetice."
https://encyklopedie.biooo.cz/vyhledat-slozeni/tromethamine/,Tromethamine,"1,1,1-tris(hydroxymethyl)methanamine, 2-Amino-2 (hydroxymethyl)-1,3-propanediol, aminotris(hydroxymethyl) methane, THAM, Tris, Tris(hydroxymethyl)aminomethane, Trometamol","Tromethamine je akceptor protonů organického aminu, alifatická sloučenina. Používá se při syntéze povrchově aktivních látek a léčiv, jako emulgační činidlo v kosmetice a čističích. Funguje také jako stabilizátor pH a parfemační látka, maskující zápach jiných ingrediencí, přítomných v produktu. Co se týče zdravotních rizik, je u něho uváděno, že způsobuje podráždění kůže, očí a dýchacích cest. Přesné určení jeho nepříznivých účinků ztěžuje nedostatek provedených výzkumů a z něho plynoucí údajové mezery."
https://encyklopedie.biooo.cz/vyhledat-slozeni/sodium-levulinate/,Sodium Levulinate,,"Sodium Levulinate je sodná sůl kyseliny levulové, která se získává z přírodních surovin, jako jsou cukrová řepa, kukuřice nebo jiné rostlinné zdroje. Vyrábí se neutralizací kyseliny levulové hydroxidem sodným. V kosmetickém a potravinářském průmyslu se používá pro své konzervační, hydratační a antimikrobiální vlastnosti. Zlepšuje vzhled suché a poškozené pokožky, snižuje loupání a obnovuje její pružnost. Jako antimikrobiální přísada zamezuje či omezuje množení mikroorganismů a zároveň přirozené pH pokožky. Obecně je Sodium Levulinate považován za bezpečnou kosmetickou složku, nicméně u citlivějších jedinců může dráždit kůži anebo způsobovat alergické reakce."
https://encyklopedie.biooo.cz/vyhledat-slozeni/myristyl-myristate/,Myristyl myristate,"Myristyl myristát, Tetradecyl myristate, Tetradecyl tetradecanoate","Myristyl myristate je esterem myristylového alkoholu a kyseliny myristové. Jedná se o látku přírodního původu, která je přirozenou součástí olejů a dalších tuků rostlinného i živočišného původu. Má bílou až žlutavou barvu a pevnou, voskovitou texturu, může mít však i formu prášku. V přiměřeném množství nemá žádné negativní účinky. Ve vyšší koncentraci však může způsobit podráždění pokožky, očí nebo plic. V Evropské unii je myristyl myristate označen za bezpečnou látku, nicméně například v Kanadě je tato látka považována za potenciálně toxickou pro lidské zdraví. Myristyl myristate se se přidává do kosmetiky zejména proto, že funguje jako emulgátor a zahušťovadlo. Vytváří hebkou, matnou a neprůhlednou texturu krémů či mlék a pomáhá urychlovat jejich vstřebávání do pokožky. Tato složka má také výborné promašťující účinky. Zanechává pokožku jemnou, vláčnou a pružnou."
https://encyklopedie.biooo.cz/vyhledat-slozeni/sodium-coco-sulfate/,Sodium coco sulfate,"SCS, kokosulfát sodný","Sodium coco sulfate je aniontová povrchově aktivní látka, která se vyskytuje zejména v šamponech a sprchových gelech. Využívá se jako emulgátor, tedy látka, která umožňuje smíchání běžně nemísitelných kapalin (voda a olej) tak, aby vznikla emulze, která účinně smyje nečistoty. Pro jeho výrobu se nejčastěji využívají mastné kyseliny z kokosového nebo palmového oleje. SCS je velmi blízký Sodium lauryl sulfátu (SLS). V kosmetice je nejčastěji součástí šamponů nebo sprchových či pleťových čisticích gelů. Tvoří bohatou pěnu, která pomáhá odstraňovat z pleti nečistoty a mastnotu. V případě dlouhodobého používání ale může u citlivější pokožky narušit její přirozený ochranný film, takže ji vysuší, podráždí a může způsobit její nadměrné maštění nebo tvorbu drobných šupinek."
https://encyklopedie.biooo.cz/vyhledat-slozeni/zinc-lactate/,Zinc Lactate,Laktát zinečnatý,"Zinc lactate je zinečnatá sůl kyseliny mléčné. Vyskytuje se ve formě bílého až téměř bílého granulovaného nebo krystalického prášku, je téměř bez zápachu a je vysoce rozpustný. Vyrábí se úplnou neutralizací kyseliny mléčné s vysoce čistým zdrojem zinku a následnou krystalizací. Uplatňuje se v potravinářském, farmaceutickém i kosmetickém průmyslu. Má značné antimikrobiální účinky, snižuje tvorbu bakterií a prodlužuje trvanlivost produktu. Tato sloučenina má rovněž antioxidační vlastnosti a u savců může pomoci zlepšit funkci střev, proto bývá i součástí doplňků stravy. Díky svým antimikrobiálním vlastnostem a schopnosti snižovat nebo inhibovat tvorbu zubního plaku a kamene se zinc lactate používá hlavně v produktech pro péči o zuby, jako jsou zubní pasty nebo . Jako organický minerál je preferován před anorganickými zdroji kvůli jeho vynikající biologické dostupnosti, fyziologické kompatibilitě a téměř neutrální chuti ve srovnání s jinými solemi zinku. Je doporučován při nebo jejich oslabení, léčí ekzémy (společně s vitaminem A), je vhodný pro léčbu akné a lupénky."
https://encyklopedie.biooo.cz/vyhledat-slozeni/sporys-lekarsky-verbena-officinalis/,Sporýš lékařský (Verbena officinalis),"Železník, čaganka, verbena, vrbenka, slza Isidina, slza Junonina, šporiš, holubí bylina, vraní chléb, kouzelnická bylina, vředová bylina, Venušiny slzy","Sporýš lékařský je vytrvalá, jednoletá, častěji dvouletá bylina z rodu hluchavkotvarých a čeledi sporýšovitých, která je vysoká 30 - 70 cm. U nás není původní, ale na našem území se vyskytuje už od neolitu. Ze své domoviny (Středozemí a Afriky) se postupně rozšířila do dalších zemí na světě. Sporýš se vyskytuje po celé Evropě až po oblast jižního Ruska a Kavkaz, kromě Islandu. Dalšími oblastmi jeho výskytu jsou Středomoří, Afrika, Asie i Severní Amerika. Roste u silnic a cest, podél příkopů, na návsích, podél řek v kamenito-štěrkovitých půdách či jako zahradní plevel. Má růžové až světle fialové květy. Sporýš je léčivá bylina, jejíž nadzemní část obsahuje glykosid verbenalin a verbelin, silici s citralem, flavonoidy, saponiny a kyselinu křemičitou. K dalším účinným látkám patří hořčiny, třísloviny a sliz, které ulehčují při žaludečních a střevních obtížích či při zánětech horních cest dýchacích. V případě kožních problémů se používá zevně. Čerstvé výhonky sporýše se používají do polévek a salátů, sušený se přidává do různých čajových směsí. Sporýš by neměly užívat těhotné ženy, protože působí jako tzv. uterotonikum, což je látka využívaná k posílení činnosti děložního svalstva, k zesílení kontrakcí či zastavení krvácení. Sporýš lékařský byl v keltské kultuře považován za jednu z nejdůležitějších bylin s léčivou a magickou mocí. Předepisoval se k posílení nervové soustavy, proti nespavosti a nervozitě, při zhoršené funkci jater a sleziny, při chudokrevnioosti, k vyvolání menstruace, při klimakterických potížích, na podporu tvorby mléka při kojení, při různých poraněních i jako ústní voda. Sporýš zabírá při bolestech hlavy a zubů, při zažívacích problémech a má pozitivní vliv na ledviny. Výluh - čaj ze sporýše má mírně citronovou chuť podobně jako nálev připravený z aloisie citronové. Výtažek ze sporýše rozpouští hleny, má protizánětlivé působení, posiluje imunitu při onemocněních horních cest dýchacích a při zánětech vedlejších nosních dutin. Usnadňuje vykašlávání. Sporýš čistí střeva a napomáhá obnově střevní mikroflóry. Podporuje detoxikaci organismu - čistí hlavně játra a ledviny, působí močopudně. Nálev ze sporýše lékařského posiluje v době rekonvalescence, dobře působí při chronické bronchitidě, při lehčím zánětu trojklanného nervu či v případě tenzních (tupých či svíravých) bolestí hlavy. Tato hořká bylina napomáhá s vyrovnáváním hladiny krevního cukru a při hypertenzi. Zevním způsobem se sporýš využívá do kloktadel s protizánětlivým účinkem, ke koupelím a obkladům na špatně se hojící rány, hemoroidy, popáleniny, při revmatismu nebo jako vlasové tonikum."
https://encyklopedie.biooo.cz/vyhledat-slozeni/zymomonas-ferment-extract/,Zymomonas Ferment Extract,,"Zymomonas Ferment Extract je extrakt získaný fermentací bakterií . Tento mikroorganismus je známý svou schopností efektivně přeměňovat cukry na ethanol, což se hojně využívá v biotechnologickém a kosmetickém průmyslu. Kultivuje se v kontrolovaných laboratorních podmínkách při optimálních růstových podmínkách. Zymomonas Ferment Extract pomáhá zlepšovat hydrataci pokožky díky svým schopnostem vázat vodu a zlepšovat bariérovou funkci kůže. Tento extrakt obsahuje antioxidanty, které pomáhají chránit pokožku před poškozením volnými radikály a předčasným stárnutím. Díky svým regeneračním vlastnostem může pomoci zpevnit a vyhladit pokožku, čímž zlepšuje její texturu a vzhled. Má rovněž antimikrobiální vlastnosti, které napomáhají ke zdravé pokožky. Díky svým jemným a účinným složkám je extrakt vhodný pro všechny typy pleti, včetně citlivé."
https://encyklopedie.biooo.cz/vyhledat-slozeni/zvonovec-ctyrlisty/,Zvonovec čtyřlistý,"Adenophora tetraphylla, Adenophora triohylla, zvonec čtyřlistý, Nan sha shen","Zvonovec čtyřlistý roste planě v Rusku, Mongolsku a Číně, a to v oblastech, kde je jílovitá půda. Nejčastěji se s ním můžeme setkat v travnatých nížinách nebo na horách. Je to trvalka z čeledi zvonkovitých se vzpřímeným stonkem, který může dorůstat až jednoho metru. Její listy jsou oválné a upořádané vějířovitě. Květy mají tvar zvonků, jak už vypovídá samotný název, a fialovou barvu. Zvonovec působí antitoxicky a pomáhá snižovat horečky. Nejčastěji se používá jeho kořen, který má bílou barvu a svým tvarem připomíná mrkev. Obsahuje množství saponinů a triterpenů a nejčastěji se z něj připravuje odvar. Jeho léčivých účinků se pak využívá při bronchitidě, silném zahlenění i suchém kašli a různých dalších plicních onemocněních. Působí příznivě na žaludek, a to díky tomu, že podporuje tvorbu trávicích šťáv. Dle tradiční čínské medicíny vyživuje yin, posiluje čchi, odstraňuje hlen a horkost z plic. Zvonovec se ale používá také k aplikaci na pokožku, nejčastěji při svědění, které pomáhá zmírňovat."
https://encyklopedie.biooo.cz/vyhledat-slozeni/zrcadlovka-bila-limnanthes-alba/,Zrcadlovka bílá (Limnanthes Alba),Meadowfoam,"Zrcadlovka bílá je rostlina z čeledi mokřadkovité ( ). Pochází z Kalifornie a Oregonu, kde roste ve vlhkém a travnatém prostředí. Jedná se o jednoletou bylinu, která dorůstá do výšky 30 centimetrů. Má pětičetné květenství s bílými okvětními lístky. Tato rostlina je zdrojem tzv. mokřadkového oleje, který se lisuje za studena ze semen. Tento olej je mimořádně stabilní, protože se skládá zejména z mastných kyselin s dlouhým řetězcem, které jsou velmi odolné vůči žluknutí. Olej je žluté barvy a bez zápachu. Olej se používá hlavně jako prostředek pro úpravu pokožky. Hloubkově hydratuje, chrání a zklidňuje pleť. Má antioxidační účinky, což vede ke zdravější, zářivější a na pohled hladší a mladší pokožce. Nevytváří mastný film, nedráždí pokožku, velmi rychle se vstřebává a zanechává pleť jemnou a pružnou. Olej je velmi vhodný pro extrémně suchou pokožku, protože má vysokou schopnost absorbovat vodu. Mimo suchou pokožku je vhodný pro všechny typy pleti, a to hlavně proto, že olej má podobné vlastnosti jako přirozeně se tvořící kožní maz. Dokáže hydratovat i vlasy a pokožku hlavy, tak, že napomáhá vlasům udržovat dobrou rovnováhu vlhkosti. Používá se jako přísada do přípravků proti slunci, koupelových produktů, make-upu, přípravků na a výrobků . Olej není dráždivý a neměl by způsobovat žádné nepříznivé reakce."
